Date,Temperature AVG,Relative Humidity AVG,Solare Radiation AVG,Wind Speed Daily AVG,Wind Direction AVG
03-12-2015,26.13333333,41.09183333,0,14.68033333,254.7114167
03-11-2015,21.5675,98.8,0,34.90541667,236.8805
03-10-2015,29.7425,43.00833333,0,25.469375,28.94266667
03-09-2015,33.02833333,26.12733333,10.20933333,12.34270833,16.41208333
03-08-2015,33.745,14.99333333,17.644375,10.19525,17.02958333
03-07-2015,31.91166667,18.28416667,26.78758333,6.339541667,138.339375
03-06-2015,30.76583333,29.75333333,0,12.09995833,266.51375
03-05-2015,29.34916667,26.28670833,10.899125,4.898791667,181.6716667
03-04-2015,26.95666667,19.28416667,2.8025,6.586916667,259.3354167
03-03-2015,21.28,14.95675,0,11.4965,253.4170833
03-02-2015,11.89916667,71.20625,0,7.130458333,203.7477083
03-01-2015,17.97708333,44.49666667,0,6.318125,226.1570417
2/28/2015,12.46304167,48.97708333,0,19.58083333,124.2854167
2/27/2015,12.06366667,95.17916667,0,15.758875,253.9966667
2/26/2015,19.34416667,69.58541667,0,15.12645833,218.54475
2/25/2015,24.82125,39.25616667,0.113458333,10.76158333,131.9043333
2/24/2015,29.68125,43.86929167,0,17.92995833,157.6860833
2/23/2015,30.45041667,37.61554167,0,14.183125,122.735625
2/22/2015,21.1575,18.091,0,18.71625,115.9583333
2/21/2015,11.92791667,47.75208333,0,17.233,100.5295833
2/20/2015,19.60166667,26.91291667,0,13.95104167,140.93625
2/19/2015,21.43,66.81166667,0,11.609375,216.4453333
2/18/2015,33.91625,21.224625,0.257458333,22.25041667,285.8416667
2/17/2015,39.2025,28.02541667,8.87875,9.175958333,250.4820833
2/16/2015,33.95166667,20.077625,1.585583333,12.48504167,218.96875
2/15/2015,29.96458333,14.36895833,2.338375,8.729708333,144.03375
2/14/2015,25.71791667,25.54841667,0.144166667,12.4985,246.7392083
2/13/2015,32.82541667,40.39291667,0.033083333,24.52683333,268.05
02-12-2015,31.02916667,48.19333333,0,17.117125,267.9220833
02-11-2015,22.81333333,89.26208333,0,10.90254167,323.1125
02-10-2015,22.44,98.80416667,0,1.545,324.5791667
02-09-2015,20.63666667,98.3875,0,0,308.3791667
02-08-2015,20.00166667,98.25833333,0,0,308.3916667
02-07-2015,20.69583333,98.47083333,0,0,308.3208333
02-06-2015,22.32375,99.04583333,0,0,308.5166667
02-05-2015,24.48458333,NaN,0,0,308.6333333
02-04-2015,18.59458333,92.59541667,0,0,308.4541667
02-03-2015,17.69,77.81041667,0,4.723083333,262.3166667
02-02-2015,18.94625,72.24458333,0,34.23279167,247.8875
02-01-2015,23.47291667,65.36458333,0,32.88875,248.7694583
1/31/2015,28.02,27.65333333,0,10.29258333,212.0725417
1/30/2015,27.86,23.49420833,0,4.405791667,232.66575
1/29/2015,24.57416667,75.43125,0,7.395958333,266.0908333
1/28/2015,23.08625,22.53516667,0,9.464208333,207.6674583
1/27/2015,28.15833333,31.55945833,0,32.72629167,248.9541667
1/26/2015,33.29791667,36.40375,0.014166667,56.0375,273.9958333
1/25/2015,37.7425,45.37166667,0,41.44083333,274.6958333
1/24/2015,35.25083333,59.77291667,3.09375,18.04845833,271.5916667
1/23/2015,28.25125,92.37875,0,20.88708333,264.9333333
1/22/2015,26.0975,72.75416667,0.248291667,9.897958333,175.378625
1/21/2015,24.54375,53.61041667,0,8.687208333,145.3149167
1/20/2015,16.65791667,60.47791667,0,0.487958333,156.1708333
1/19/2015,11.786,84.13208333,0,11.65366667,204.4416667
1/18/2015,13.4925,96.02916667,0,45.28875,204.4625
